product_id	product_name	category_id	price	is_active
129	品牌A 無線耳機 綠色 XL	2	1300.00	1
130	品牌A 無線耳機 綠色 均一	2	1310.00	1
131	品牌A 無線耳機 米色 S	2	1320.00	1
132	品牌A 無線耳機 米色 M	2	1330.00	1
133	品牌A 無線耳機 米色 L	2	1340.00	1
134	品牌A 無線耳機 米色 XL	2	1350.00	1
135	品牌A 無線耳機 米色 均一	2	1360.00	1
136	品牌A 無線耳機 粉色 S	2	1370.00	1
137	品牌A 無線耳機 粉色 M	2	1380.00	1
138	品牌A 無線耳機 粉色 L	2	1390.00	1
139	品牌A 無線耳機 粉色 XL	2	1400.00	1
140	品牌A 無線耳機 粉色 均一	2	1410.00	1
141	品牌A 無線耳機 黃色 S	2	1420.00	1
142	品牌A 無線耳機 黃色 M	2	1430.00	1
143	品牌A 無線耳機 黃色 L	2	1440.00	1
144	品牌A 無線耳機 黃色 XL	2	1450.00	1
145	品牌A 無線耳機 黃色 均一	2	1460.00	1
146	品牌A 無線耳機 紫色 S	2	1470.00	1
147	品牌A 無線耳機 紫色 M	2	1480.00	1
148	品牌A 無線耳機 紫色 L	2	1490.00	1
149	品牌A 無線耳機 紫色 XL	2	1500.00	1
150	品牌A 無線耳機 紫色 均一	2	1510.00	0
151	品牌A 行動電源 黑色 S	2	1520.00	1
152	品牌A 行動電源 黑色 M	2	1530.00	1
153	品牌A 行動電源 黑色 L	2	1540.00	1
154	品牌A 行動電源 黑色 XL	2	1550.00	1
155	品牌A 行動電源 黑色 均一	2	1560.00	1
156	品牌A 行動電源 白色 S	2	1570.00	1
157	品牌A 行動電源 白色 M	2	1580.00	1
158	品牌A 行動電源 白色 L	2	1590.00	1
159	品牌A 行動電源 白色 XL	2	1600.00	1
160	品牌A 行動電源 白色 均一	2	1610.00	1
161	品牌A 行動電源 藍色 S	2	1620.00	1
162	品牌A 行動電源 藍色 M	2	1630.00	1
163	品牌A 行動電源 藍色 L	2	1640.00	1
164	品牌A 行動電源 藍色 XL	2	1650.00	1
165	品牌A 行動電源 藍色 均一	2	1660.00	1
166	品牌A 行動電源 紅色 S	2	1670.00	1
167	品牌A 行動電源 紅色 M	2	1680.00	1
168	品牌A 行動電源 紅色 L	2	1690.00	1
169	品牌A 行動電源 紅色 XL	2	1700.00	1
170	品牌A 行動電源 紅色 均一	2	1710.00	1
171	品牌A 行動電源 灰色 S	2	1720.00	1
172	品牌A 行動電源 灰色 M	2	1730.00	1
173	品牌A 行動電源 灰色 L	2	1740.00	1
174	品牌A 行動電源 灰色 XL	2	1750.00	1
175	品牌A 行動電源 灰色 均一	2	1760.00	1
176	品牌A 行動電源 綠色 S	2	1770.00	1
177	品牌A 行動電源 綠色 M	2	1780.00	1
178	品牌A 行動電源 綠色 L	2	1790.00	1
179	品牌A 行動電源 綠色 XL	2	1800.00	1
180	品牌A 行動電源 綠色 均一	2	1810.00	1
181	品牌A 行動電源 米色 S	2	1820.00	1
182	品牌A 行動電源 米色 M	2	1830.00	1
183	品牌A 行動電源 米色 L	2	1840.00	1
184	品牌A 行動電源 米色 XL	2	1850.00	1
185	品牌A 行動電源 米色 均一	2	1860.00	1
186	品牌A 行動電源 粉色 S	2	1870.00	1
187	品牌A 行動電源 粉色 M	2	1880.00	1
188	品牌A 行動電源 粉色 L	2	1890.00	1
189	品牌A 行動電源 粉色 XL	2	1900.00	1
190	品牌A 行動電源 粉色 均一	2	1910.00	1
191	品牌A 行動電源 黃色 S	2	1920.00	1
192	品牌A 行動電源 黃色 M	2	1930.00	1
193	品牌A 行動電源 黃色 L	2	1940.00	1
194	品牌A 行動電源 黃色 XL	2	1950.00	1
195	品牌A 行動電源 黃色 均一	2	1960.00	1
196	品牌A 行動電源 紫色 S	2	1970.00	1
197	品牌A 行動電源 紫色 M	2	1980.00	1
198	品牌A 行動電源 紫色 L	2	1990.00	1
199	品牌A 行動電源 紫色 XL	2	2000.00	1
200	品牌A 行動電源 紫色 均一	2	10.00	0
201	品牌A 馬克杯 黑色 S	3	20.00	1
202	品牌A 馬克杯 黑色 M	3	30.00	1
203	品牌A 馬克杯 黑色 L	3	40.00	1
204	品牌A 馬克杯 黑色 XL	3	50.00	1
205	品牌A 馬克杯 黑色 均一	3	60.00	1
206	品牌A 馬克杯 白色 S	3	70.00	1
207	品牌A 馬克杯 白色 M	3	80.00	1
208	品牌A 馬克杯 白色 L	3	90.00	1
209	品牌A 馬克杯 白色 XL	3	100.00	1
210	品牌A 馬克杯 白色 均一	3	110.00	1
211	品牌A 馬克杯 藍色 S	3	120.00	1
212	品牌A 馬克杯 藍色 M	3	130.00	1
213	品牌A 馬克杯 藍色 L	3	140.00	1
214	品牌A 馬克杯 藍色 XL	3	150.00	1
215	品牌A 馬克杯 藍色 均一	3	160.00	1
216	品牌A 馬克杯 紅色 S	3	170.00	1
217	品牌A 馬克杯 紅色 M	3	180.00	1
218	品牌A 馬克杯 紅色 L	3	190.00	1
219	品牌A 馬克杯 紅色 XL	3	200.00	1
220	品牌A 馬克杯 紅色 均一	3	210.00	1
221	品牌A 馬克杯 灰色 S	3	220.00	1
222	品牌A 馬克杯 灰色 M	3	230.00	1
223	品牌A 馬克杯 灰色 L	3	240.00	1
224	品牌A 馬克杯 灰色 XL	3	250.00	1
225	品牌A 馬克杯 灰色 均一	3	260.00	1
226	品牌A 馬克杯 綠色 S	3	270.00	1
227	品牌A 馬克杯 綠色 M	3	280.00	1
228	品牌A 馬克杯 綠色 L	3	290.00	1
229	品牌A 馬克杯 綠色 XL	3	300.00	1
230	品牌A 馬克杯 綠色 均一	3	310.00	1
231	品牌A 馬克杯 米色 S	3	320.00	1
232	品牌A 馬克杯 米色 M	3	330.00	1
233	品牌A 馬克杯 米色 L	3	340.00	1
234	品牌A 馬克杯 米色 XL	3	350.00	1
235	品牌A 馬克杯 米色 均一	3	360.00	1
236	品牌A 馬克杯 粉色 S	3	370.00	1
237	品牌A 馬克杯 粉色 M	3	380.00	1
238	品牌A 馬克杯 粉色 L	3	390.00	1
239	品牌A 馬克杯 粉色 XL	3	400.00	1
240	品牌A 馬克杯 粉色 均一	3	410.00	1
241	品牌A 馬克杯 黃色 S	3	420.00	1
242	品牌A 馬克杯 黃色 M	3	430.00	1
243	品牌A 馬克杯 黃色 L	3	440.00	1
244	品牌A 馬克杯 黃色 XL	3	450.00	1
245	品牌A 馬克杯 黃色 均一	3	460.00	1
246	品牌A 馬克杯 紫色 S	3	470.00	1
247	品牌A 馬克杯 紫色 M	3	480.00	1
248	品牌A 馬克杯 紫色 L	3	490.00	1
249	品牌A 馬克杯 紫色 XL	3	500.00	1
250	品牌A 馬克杯 紫色 均一	3	510.00	0
251	品牌A 收納盒 黑色 S	3	520.00	1
252	品牌A 收納盒 黑色 M	3	530.00	1
253	品牌A 收納盒 黑色 L	3	540.00	1
254	品牌A 收納盒 黑色 XL	3	550.00	1
255	品牌A 收納盒 黑色 均一	3	560.00	1
256	品牌A 收納盒 白色 S	3	570.00	1
257	品牌A 收納盒 白色 M	3	580.00	1
258	品牌A 收納盒 白色 L	3	590.00	1
259	品牌A 收納盒 白色 XL	3	600.00	1
260	品牌A 收納盒 白色 均一	3	610.00	1
261	品牌A 收納盒 藍色 S	3	620.00	1
262	品牌A 收納盒 藍色 M	3	630.00	1
263	品牌A 收納盒 藍色 L	3	640.00	1
264	品牌A 收納盒 藍色 XL	3	650.00	1
265	品牌A 收納盒 藍色 均一	3	660.00	1
266	品牌A 收納盒 紅色 S	3	670.00	1
267	品牌A 收納盒 紅色 M	3	680.00	1
268	品牌A 收納盒 紅色 L	3	690.00	1
269	品牌A 收納盒 紅色 XL	3	700.00	1
270	品牌A 收納盒 紅色 均一	3	710.00	1
271	品牌A 收納盒 灰色 S	3	720.00	1
272	品牌A 收納盒 灰色 M	3	730.00	1
273	品牌A 收納盒 灰色 L	3	740.00	1
274	品牌A 收納盒 灰色 XL	3	750.00	1
275	品牌A 收納盒 灰色 均一	3	760.00	1
276	品牌A 收納盒 綠色 S	3	770.00	1
277	品牌A 收納盒 綠色 M	3	780.00	1
278	品牌A 收納盒 綠色 L	3	790.00	1
279	品牌A 收納盒 綠色 XL	3	800.00	1
280	品牌A 收納盒 綠色 均一	3	810.00	1
281	品牌A 收納盒 米色 S	3	820.00	1
282	品牌A 收納盒 米色 M	3	830.00	1
283	品牌A 收納盒 米色 L	3	840.00	1
284	品牌A 收納盒 米色 XL	3	850.00	1
285	品牌A 收納盒 米色 均一	3	860.00	1
286	品牌A 收納盒 粉色 S	3	870.00	1
287	品牌A 收納盒 粉色 M	3	880.00	1
288	品牌A 收納盒 粉色 L	3	890.00	1
289	品牌A 收納盒 粉色 XL	3	900.00	1
290	品牌A 收納盒 粉色 均一	3	910.00	1
291	品牌A 收納盒 黃色 S	3	920.00	1
292	品牌A 收納盒 黃色 M	3	930.00	1
293	品牌A 收納盒 黃色 L	3	940.00	1
294	品牌A 收納盒 黃色 XL	3	950.00	1
295	品牌A 收納盒 黃色 均一	3	960.00	1
296	品牌A 收納盒 紫色 S	3	970.00	1
297	品牌A 收納盒 紫色 M	3	980.00	1
298	品牌A 收納盒 紫色 L	3	990.00	1
299	品牌A 收納盒 紫色 XL	3	1000.00	1
300	品牌A 收納盒 紫色 均一	3	1010.00	0
301	品牌A 咖啡豆 黑色 S	4	1020.00	1
302	品牌A 咖啡豆 黑色 M	4	1030.00	1
303	品牌A 咖啡豆 黑色 L	4	1040.00	1
304	品牌A 咖啡豆 黑色 XL	4	1050.00	1
305	品牌A 咖啡豆 黑色 均一	4	1060.00	1
306	品牌A 咖啡豆 白色 S	4	1070.00	1
307	品牌A 咖啡豆 白色 M	4	1080.00	1
308	品牌A 咖啡豆 白色 L	4	1090.00	1
309	品牌A 咖啡豆 白色 XL	4	1100.00	1
310	品牌A 咖啡豆 白色 均一	4	1110.00	1
311	品牌A 咖啡豆 藍色 S	4	1120.00	1
312	品牌A 咖啡豆 藍色 M	4	1130.00	1
313	品牌A 咖啡豆 藍色 L	4	1140.00	1
314	品牌A 咖啡豆 藍色 XL	4	1150.00	1
315	品牌A 咖啡豆 藍色 均一	4	1160.00	1
316	品牌A 咖啡豆 紅色 S	4	1170.00	1
317	品牌A 咖啡豆 紅色 M	4	1180.00	1
318	品牌A 咖啡豆 紅色 L	4	1190.00	1
319	品牌A 咖啡豆 紅色 XL	4	1200.00	1
320	品牌A 咖啡豆 紅色 均一	4	1210.00	1
321	品牌A 咖啡豆 灰色 S	4	1220.00	1
322	品牌A 咖啡豆 灰色 M	4	1230.00	1
323	品牌A 咖啡豆 灰色 L	4	1240.00	1
324	品牌A 咖啡豆 灰色 XL	4	1250.00	1
325	品牌A 咖啡豆 灰色 均一	4	1260.00	1
326	品牌A 咖啡豆 綠色 S	4	1270.00	1
327	品牌A 咖啡豆 綠色 M	4	1280.00	1
328	品牌A 咖啡豆 綠色 L	4	1290.00	1
329	品牌A 咖啡豆 綠色 XL	4	1300.00	1
330	品牌A 咖啡豆 綠色 均一	4	1310.00	1
331	品牌A 咖啡豆 米色 S	4	1320.00	1
332	品牌A 咖啡豆 米色 M	4	1330.00	1
333	品牌A 咖啡豆 米色 L	4	1340.00	1
334	品牌A 咖啡豆 米色 XL	4	1350.00	1
335	品牌A 咖啡豆 米色 均一	4	1360.00	1
336	品牌A 咖啡豆 粉色 S	4	1370.00	1
337	品牌A 咖啡豆 粉色 M	4	1380.00	1
338	品牌A 咖啡豆 粉色 L	4	1390.00	1
339	品牌A 咖啡豆 粉色 XL	4	1400.00	1
340	品牌A 咖啡豆 粉色 均一	4	1410.00	1
341	品牌A 咖啡豆 黃色 S	4	1420.00	1
342	品牌A 咖啡豆 黃色 M	4	1430.00	1
343	品牌A 咖啡豆 黃色 L	4	1440.00	1
344	品牌A 咖啡豆 黃色 XL	4	1450.00	1
345	品牌A 咖啡豆 黃色 均一	4	1460.00	1
346	品牌A 咖啡豆 紫色 S	4	1470.00	1
347	品牌A 咖啡豆 紫色 M	4	1480.00	1
348	品牌A 咖啡豆 紫色 L	4	1490.00	1
349	品牌A 咖啡豆 紫色 XL	4	1500.00	1
350	品牌A 咖啡豆 紫色 均一	4	1510.00	0
351	品牌A 餅乾 黑色 S	4	1520.00	1
352	品牌A 餅乾 黑色 M	4	1530.00	1
353	品牌A 餅乾 黑色 L	4	1540.00	1
354	品牌A 餅乾 黑色 XL	4	1550.00	1
355	品牌A 餅乾 黑色 均一	4	1560.00	1
356	品牌A 餅乾 白色 S	4	1570.00	1
357	品牌A 餅乾 白色 M	4	1580.00	1
358	品牌A 餅乾 白色 L	4	1590.00	1
359	品牌A 餅乾 白色 XL	4	1600.00	1
360	品牌A 餅乾 白色 均一	4	1610.00	1
361	品牌A 餅乾 藍色 S	4	1620.00	1
362	品牌A 餅乾 藍色 M	4	1630.00	1
363	品牌A 餅乾 藍色 L	4	1640.00	1
364	品牌A 餅乾 藍色 XL	4	1650.00	1
365	品牌A 餅乾 藍色 均一	4	1660.00	1
366	品牌A 餅乾 紅色 S	4	1670.00	1
367	品牌A 餅乾 紅色 M	4	1680.00	1
368	品牌A 餅乾 紅色 L	4	1690.00	1
369	品牌A 餅乾 紅色 XL	4	1700.00	1
370	品牌A 餅乾 紅色 均一	4	1710.00	1
371	品牌A 餅乾 灰色 S	4	1720.00	1
372	品牌A 餅乾 灰色 M	4	1730.00	1
373	品牌A 餅乾 灰色 L	4	1740.00	1
374	品牌A 餅乾 灰色 XL	4	1750.00	1
375	品牌A 餅乾 灰色 均一	4	1760.00	1
376	品牌A 餅乾 綠色 S	4	1770.00	1
377	品牌A 餅乾 綠色 M	4	1780.00	1
378	品牌A 餅乾 綠色 L	4	1790.00	1
379	品牌A 餅乾 綠色 XL	4	1800.00	1
380	品牌A 餅乾 綠色 均一	4	1810.00	1
381	品牌A 餅乾 米色 S	4	1820.00	1
382	品牌A 餅乾 米色 M	4	1830.00	1
383	品牌A 餅乾 米色 L	4	1840.00	1
384	品牌A 餅乾 米色 XL	4	1850.00	1
385	品牌A 餅乾 米色 均一	4	1860.00	1
386	品牌A 餅乾 粉色 S	4	1870.00	1
387	品牌A 餅乾 粉色 M	4	1880.00	1
388	品牌A 餅乾 粉色 L	4	1890.00	1
389	品牌A 餅乾 粉色 XL	4	1900.00	1
390	品牌A 餅乾 粉色 均一	4	1910.00	1
391	品牌A 餅乾 黃色 S	4	1920.00	1
392	品牌A 餅乾 黃色 M	4	1930.00	1
393	品牌A 餅乾 黃色 L	4	1940.00	1
394	品牌A 餅乾 黃色 XL	4	1950.00	1
395	品牌A 餅乾 黃色 均一	4	1960.00	1
396	品牌A 餅乾 紫色 S	4	1970.00	1
397	品牌A 餅乾 紫色 M	4	1980.00	1
398	品牌A 餅乾 紫色 L	4	1990.00	1
399	品牌A 餅乾 紫色 XL	4	2000.00	1
400	品牌A 餅乾 紫色 均一	4	10.00	0
401	品牌A 洗面乳 黑色 S	5	20.00	1
402	品牌A 洗面乳 黑色 M	5	30.00	1
403	品牌A 洗面乳 黑色 L	5	40.00	1
404	品牌A 洗面乳 黑色 XL	5	50.00	1
405	品牌A 洗面乳 黑色 均一	5	60.00	1
406	品牌A 洗面乳 白色 S	5	70.00	1
407	品牌A 洗面乳 白色 M	5	80.00	1
408	品牌A 洗面乳 白色 L	5	90.00	1
409	品牌A 洗面乳 白色 XL	5	100.00	1
410	品牌A 洗面乳 白色 均一	5	110.00	1
411	品牌A 洗面乳 藍色 S	5	120.00	1
412	品牌A 洗面乳 藍色 M	5	130.00	1
413	品牌A 洗面乳 藍色 L	5	140.00	1
414	品牌A 洗面乳 藍色 XL	5	150.00	1
415	品牌A 洗面乳 藍色 均一	5	160.00	1
416	品牌A 洗面乳 紅色 S	5	170.00	1
417	品牌A 洗面乳 紅色 M	5	180.00	1
418	品牌A 洗面乳 紅色 L	5	190.00	1
419	品牌A 洗面乳 紅色 XL	5	200.00	1
420	品牌A 洗面乳 紅色 均一	5	210.00	1
421	品牌A 洗面乳 灰色 S	5	220.00	1
422	品牌A 洗面乳 灰色 M	5	230.00	1
423	品牌A 洗面乳 灰色 L	5	240.00	1
424	品牌A 洗面乳 灰色 XL	5	250.00	1
425	品牌A 洗面乳 灰色 均一	5	260.00	1
426	品牌A 洗面乳 綠色 S	5	270.00	1
427	品牌A 洗面乳 綠色 M	5	280.00	1
428	品牌A 洗面乳 綠色 L	5	290.00	1
429	品牌A 洗面乳 綠色 XL	5	300.00	1
430	品牌A 洗面乳 綠色 均一	5	310.00	1
431	品牌A 洗面乳 米色 S	5	320.00	1
432	品牌A 洗面乳 米色 M	5	330.00	1
433	品牌A 洗面乳 米色 L	5	340.00	1
434	品牌A 洗面乳 米色 XL	5	350.00	1
435	品牌A 洗面乳 米色 均一	5	360.00	1
436	品牌A 洗面乳 粉色 S	5	370.00	1
437	品牌A 洗面乳 粉色 M	5	380.00	1
438	品牌A 洗面乳 粉色 L	5	390.00	1
439	品牌A 洗面乳 粉色 XL	5	400.00	1
440	品牌A 洗面乳 粉色 均一	5	410.00	1
441	品牌A 洗面乳 黃色 S	5	420.00	1
442	品牌A 洗面乳 黃色 M	5	430.00	1
443	品牌A 洗面乳 黃色 L	5	440.00	1
444	品牌A 洗面乳 黃色 XL	5	450.00	1
445	品牌A 洗面乳 黃色 均一	5	460.00	1
446	品牌A 洗面乳 紫色 S	5	470.00	1
447	品牌A 洗面乳 紫色 M	5	480.00	1
448	品牌A 洗面乳 紫色 L	5	490.00	1
449	品牌A 洗面乳 紫色 XL	5	500.00	1
450	品牌A 洗面乳 紫色 均一	5	510.00	0
451	品牌A 面膜 黑色 S	5	520.00	1
452	品牌A 面膜 黑色 M	5	530.00	1
453	品牌A 面膜 黑色 L	5	540.00	1
454	品牌A 面膜 黑色 XL	5	550.00	1
455	品牌A 面膜 黑色 均一	5	560.00	1
456	品牌A 面膜 白色 S	5	570.00	1
457	品牌A 面膜 白色 M	5	580.00	1
458	品牌A 面膜 白色 L	5	590.00	1
459	品牌A 面膜 白色 XL	5	600.00	1
460	品牌A 面膜 白色 均一	5	610.00	1
461	品牌A 面膜 藍色 S	5	620.00	1
462	品牌A 面膜 藍色 M	5	630.00	1
463	品牌A 面膜 藍色 L	5	640.00	1
464	品牌A 面膜 藍色 XL	5	650.00	1
465	品牌A 面膜 藍色 均一	5	660.00	1
466	品牌A 面膜 紅色 S	5	670.00	1
467	品牌A 面膜 紅色 M	5	680.00	1
468	品牌A 面膜 紅色 L	5	690.00	1
469	品牌A 面膜 紅色 XL	5	700.00	1
470	品牌A 面膜 紅色 均一	5	710.00	1
471	品牌A 面膜 灰色 S	5	720.00	1
472	品牌A 面膜 灰色 M	5	730.00	1
473	品牌A 面膜 灰色 L	5	740.00	1
474	品牌A 面膜 灰色 XL	5	750.00	1
475	品牌A 面膜 灰色 均一	5	760.00	1
476	品牌A 面膜 綠色 S	5	770.00	1
477	品牌A 面膜 綠色 M	5	780.00	1
478	品牌A 面膜 綠色 L	5	790.00	1
479	品牌A 面膜 綠色 XL	5	800.00	1
480	品牌A 面膜 綠色 均一	5	810.00	1
481	品牌A 面膜 米色 S	5	820.00	1
482	品牌A 面膜 米色 M	5	830.00	1
483	品牌A 面膜 米色 L	5	840.00	1
484	品牌A 面膜 米色 XL	5	850.00	1
485	品牌A 面膜 米色 均一	5	860.00	1
486	品牌A 面膜 粉色 S	5	870.00	1
487	品牌A 面膜 粉色 M	5	880.00	1
488	品牌A 面膜 粉色 L	5	890.00	1
489	品牌A 面膜 粉色 XL	5	900.00	1
490	品牌A 面膜 粉色 均一	5	910.00	1
491	品牌A 面膜 黃色 S	5	920.00	1
492	品牌A 面膜 黃色 M	5	930.00	1
493	品牌A 面膜 黃色 L	5	940.00	1
494	品牌A 面膜 黃色 XL	5	950.00	1
495	品牌A 面膜 黃色 均一	5	960.00	1
496	品牌A 面膜 紫色 S	5	970.00	1
497	品牌A 面膜 紫色 M	5	980.00	1
498	品牌A 面膜 紫色 L	5	990.00	1
499	品牌A 面膜 紫色 XL	5	1000.00	1
500	品牌A 面膜 紫色 均一	5	1010.00	0
501	品牌A 瑜珈墊 黑色 S	6	1020.00	1
502	品牌A 瑜珈墊 黑色 M	6	1030.00	1
503	品牌A 瑜珈墊 黑色 L	6	1040.00	1
504	品牌A 瑜珈墊 黑色 XL	6	1050.00	1
505	品牌A 瑜珈墊 黑色 均一	6	1060.00	1
506	品牌A 瑜珈墊 白色 S	6	1070.00	1
507	品牌A 瑜珈墊 白色 M	6	1080.00	1
508	品牌A 瑜珈墊 白色 L	6	1090.00	1
509	品牌A 瑜珈墊 白色 XL	6	1100.00	1
510	品牌A 瑜珈墊 白色 均一	6	1110.00	1
511	品牌A 瑜珈墊 藍色 S	6	1120.00	1
512	品牌A 瑜珈墊 藍色 M	6	1130.00	1
513	品牌A 瑜珈墊 藍色 L	6	1140.00	1
514	品牌A 瑜珈墊 藍色 XL	6	1150.00	1
515	品牌A 瑜珈墊 藍色 均一	6	1160.00	1
516	品牌A 瑜珈墊 紅色 S	6	1170.00	1
517	品牌A 瑜珈墊 紅色 M	6	1180.00	1
518	品牌A 瑜珈墊 紅色 L	6	1190.00	1
519	品牌A 瑜珈墊 紅色 XL	6	1200.00	1
520	品牌A 瑜珈墊 紅色 均一	6	1210.00	1
521	品牌A 瑜珈墊 灰色 S	6	1220.00	1
